stimulus_id,eval_artwork_no,block_id,artwork_id,artist_ko,title_ko,condition,condition_name_internal,blind_label_for_participant,presentation_order,script_text,script_length_chars,estimated_duration_sec,audio_file_suggested
S25_sensedocent,EW_25,E,MUNC_001,에드바르 뭉크,절규,sensedocent,SenseDocent 감각 전환형,설명 3,3,"지금부터 에드바르 뭉크의 1893년 작품, '절규'에 대한 설명을 듣겠습니다. 화면 앞쪽에는 난간 옆 인물이 양손으로 얼굴을 감싸고 서 있습니다. 뒤쪽에는 다리의 사선이 길게 이어지고, 하늘과 물은 휘어진 곡선으로 출렁입니다. 휘어진 하늘과 물은 공기가 비틀리며 울부짖는 듯한 진동을 만듭니다. 인물의 열린 입은 소리가 몸 밖으로 빠져나가는 통로처럼 느껴지고, 다리의 사선은 발밑을 불안하게 밀어내는 심리적 압력을 줍니다. 다리 위 인물은 비틀린 자세와 날카로운 떨림을 떠올리게 하고, 휘어진 하늘과 물은 공기까지 함께 흔들리는 울림과 진동을 남깁니다. 휘어진 배경은 귀를 울리는 파동처럼 번지고, 중앙 인물은 그 압력을 온몸으로 받아냅니다.",359,64.7,MUNC_001_sensedocent.mp3
S26_docent,EW_26,A,MUNC_004,에드바르 뭉크,불안,docent,일반 도슨트형,설명 1,1,"지금부터 에드바르 뭉크의 1894년 작품, '불안'에 대한 설명을 듣겠습니다. 이 작품은 군중 속 개인의 불안과 압박감을 표현한 뭉크의 표현주의적 장면입니다. 인물들은 정면을 향하지만 개별 표정보다 집단 전체가 만들어내는 긴장감이 더 크게 느껴집니다. 길과 배경의 흐름은 안정된 공간을 만들기보다, 관람자를 장면 속 불안한 행렬 앞에 세워 둡니다. 이 작품은 '절규'와 같은 다리 모티프를 공유하며, 개인의 절규를 군상으로 확장한 사례로 함께 묶여 논의됩니다. 현재 오슬로 뭉크 미술관에 소장되어 있습니다. 줄지어 선 인물과 불안한 하늘은 군중 속 고립감과 심리적 긴장을 표현하는 뭉크의 주제를 보여줍니다.",339,61.1,MUNC_004_docent.mp3
S26_sensedocent,EW_26,A,MUNC_004,에드바르 뭉크,불안,sensedocent,SenseDocent 감각 전환형,설명 2,2,"지금부터 에드바르 뭉크의 1894년 작품, '불안'에 대한 설명을 듣겠습니다. 화면 앞쪽에는 여러 얼굴이 정면을 향해 줄지어 있고, 뒤쪽에는 다리와 붉은 하늘이 이어집니다. 인물들은 서로 가까이 있지만 각자 고립된 표정을 가집니다. 화면 전체를 한꺼번에 상상하기보다 다리 위 사람들을 기준점으로 삼고, 붉은 하늘과 정면 얼굴들이 붙는 위치를 차례로 더해보면 구도가 또렷해집니다. 정면의 얼굴들은 말없이 밀려오는 사람들의 벽처럼 압박감을 줍니다. 붉은 하늘은 뜨거운 금속판처럼 뒤에서 달아오르고, 다리의 선은 몸을 앞으로 밀어내며 피할 수 없는 불안의 진동을 만듭니다. 다리 위 사람들은 체온과 자세의 무게, 가까운 숨결로, 붉은 하늘은 피부 위로 넓게 내려앉는 공기의 온도로 바뀌어 다가옵니다.",388,69.9,MUNC_004_sensedocent.mp3
S26_caption,EW_26,A,MUNC_004,에드바르 뭉크,불안,caption,일반 캡션형,설명 3,3,"지금부터 에드바르 뭉크의 1894년 작품, '불안'에 대한 설명을 듣겠습니다. 화면에는 다리 위 사람들, 붉은 하늘, 정면 얼굴들이 주요하게 배치되어 있습니다. 화면 앞쪽에는 여러 얼굴이 정면을 향해 줄지어 있고, 뒤쪽에는 다리와 붉은 하늘이 이어집니다. 인물들은 서로 가까이 있지만 각자 고립된 표정을 가집니다. 화면 전체를 한꺼번에 상상하기보다 다리 위 사람들을 기준점으로 삼고, 붉은 하늘과 정면 얼굴들이 붙는 위치를 차례로 더해보면 구도가 또렷해집니다. 여러 인물이 다리 위에서 앞쪽으로 길게 줄지어 서 있고, 뒤쪽의 하늘과 길은 긴 곡선으로 화면 안쪽을 향합니다. 앞쪽 인물들의 얼굴은 가깝게 모이고, 뒤쪽 다리와 하늘은 긴 거리감을 만들어냅니다.",367,66.1,MUNC_004_caption.mp3
S27_sensedocent,EW_27,B,MUNC_010,에드바르 뭉크,태양,sensedocent,SenseDocent 감각 전환형,설명 1,1,"지금부터 에드바르 뭉크의 1911년경 작품, '태양'에 대한 설명을 듣겠습니다. 화면 중앙 위쪽에는 큰 태양이 놓이고, 그 빛이 방사형으로 퍼집니다. 아래쪽에는 바다와 바위가 수평 구조로 펼쳐져 있습니다. 큰 태양을 중심으로 빛줄기가 사방으로 퍼지고, 아래의 바다와 바위가 그 힘을 낮게 받쳐 줍니다. 태양은 따뜻함을 넘어 몸을 밀어내는 강한 압력처럼 퍼집니다. 방사형 빛은 피부를 찌르는 뜨거운 진동을 만들고, 아래의 바다와 바위는 그 에너지를 받아 묵직하게 울리는 바닥처럼 느껴집니다. 거대한 태양은 몸을 밀어내는 열의 중심처럼 느껴지고, 아래의 바다와 바위는 그 빛을 낮고 묵직하게 받아냅니다. 큰 태양은 묵직한 열원처럼 화면을 채우고, 아래의 물과 해안은 낮은 숨결처럼 펼쳐집니다.",385,69.4,MUNC_010_sensedocent.mp3
S27_caption,EW_27,B,MUNC_010,에드바르 뭉크,태양,caption,일반 캡션형,설명 2,2,"지금부터 에드바르 뭉크의 1911년경 작품, '태양'에 대한 설명을 듣겠습니다. 화면에는 거대한 태양, 바다와 바위, 방사형 빛이 주요하게 배치되어 있습니다. 화면 중앙 위쪽에는 큰 태양이 놓이고, 그 빛이 방사형으로 퍼집니다. 아래쪽에는 바다와 바위가 수평 구조로 펼쳐져 있습니다. 큰 원형 태양이 화면 중심을 차지하고, 아래쪽에는 물과 바위, 양옆에는 단순화된 해안선과 색면이 넓게 배치됩니다. 태양의 빛줄기는 중심에서 바깥으로 곧게 퍼지고, 화면 가장자리로 갈수록 넓은 색면과 만납니다. 중심의 태양과 방사형 빛줄기가 화면 전체의 방향을 결정하고, 아래쪽 수평선이 이를 받쳐 줍니다. 넓게.",333,60.0,MUNC_010_caption.mp3
S27_docent,EW_27,B,MUNC_010,에드바르 뭉크,태양,docent,일반 도슨트형,설명 3,3,"지금부터 에드바르 뭉크의 1911년경 작품, '태양'에 대한 설명을 듣겠습니다. 이 작품은 오슬로 대학교 강당(Aula)을 위해 제작된 대형 벽화 연작의 중심 작품으로, 뭉크가 생명의 에너지와 자연의 힘을 상징적으로 다룬 사례입니다. 화면 중심에서 뻗어나가는 빛은 단순한 풍경의 일부라기보다, 장면 전체를 조직하는 강한 중심축입니다. 표현주의 회화에서 자연은 외부 세계의 재현이면서 동시에 인간이 느끼는 생명감과 감정의 확장으로 나타납니다. 이 작품은 강당 벽화 연작 가운데 중앙 패널로, 약 7미터에 달하는 대형 형식이며 1911년부터 1916년에 걸쳐 제작되었습니다. 거대한 태양과 넓은 수평 구도는 생명과 자연의 힘을 기념비적 규모로 표현하려는 뭉크의 시도를 보여줍니다.",378,68.1,MUNC_010_docent.mp3
S28_caption,EW_28,C,KIMH_001,김홍도,씨름,caption,일반 캡션형,설명 1,1,"지금부터 김홍도의 18세기 후반 작품, '씨름'에 대한 설명을 듣겠습니다. 화면에는 씨름하는 두 사람, 원형으로 둘러앉은 구경꾼, 여백이 주요하게 배치되어 있습니다. 화면 중앙에는 씨름하는 두 사람이 서로 붙잡고 있고, 주변에는 구경꾼들이 둥글게 둘러앉아 있습니다. 인물 바깥에는 비교적 넓은 여백이 남아 장면을 숨 쉬게 합니다. 처음에는 큰 덩어리인 씨름하는 두 사람부터 떠올린 뒤, 원형으로 둘러앉은 구경꾼과 여백을 하나씩 더하면 화면의 방향과 무게가 자연스럽게 정리됩니다. 두 사람이 중앙에서 몸을 맞붙여 씨름하고, 주변에는 구경꾼들이 둥글게 둘러앉아 있습니다. 여백은 장면을 넓게 비웁니다.",334,60.2,KIMH_001_caption.mp3
S28_sensedocent,EW_28,C,KIMH_001,김홍도,씨름,sensedocent,SenseDocent 감각 전환형,설명 2,2,"지금부터 김홍도의 18세기 후반 작품, '씨름'에 대한 설명을 듣겠습니다. 화면 중앙에는 씨름하는 두 사람이 서로 붙잡고 있고, 주변에는 구경꾼들이 둥글게 둘러앉아 있습니다. 인물 바깥에는 비교적 넓은 여백이 남아 장면을 숨 쉬게 합니다. 처음에는 큰 덩어리인 씨름하는 두 사람부터 떠올린 뒤, 원형으로 둘러앉은 구경꾼과 여백을 하나씩 더하면 화면의 방향과 무게가 자연스럽게 정리됩니다. 두 사람의 붙잡은 팔과 다리는 힘이 맞부딪히는 팽팽한 압력을 만듭니다. 이때 씨름하는 두 사람은 체온과 자세의 무게, 가까운 숨결을 만들고, 원형으로 둘러앉은 구경꾼은 천천히 도는 움직임과 반복되는 리듬을 보태어 장면의 분위기를 완성합니다.",351,63.2,KIMH_001_sensedocent.mp3
S28_docent,EW_28,C,KIMH_001,김홍도,씨름,docent,일반 도슨트형,설명 3,3,"지금부터 김홍도의 18세기 후반 작품, '씨름'에 대한 설명을 듣겠습니다. 이 작품은 조선 후기 풍속화가 일상의 놀이와 몸짓을 어떻게 포착했는지 보여주는 대표적 장면입니다. 씨름꾼의 자세와 둘러앉은 구경꾼의 배치가 화면의 중심을 이룹니다. 궁중 행사나 영웅적 사건이 아니라 서민의 놀이와 웃음, 몸의 움직임이 그림의 주제가 되었다는 점에서 의미가 있습니다. 이 작품은 김홍도의 단원풍속도첩에 수록된 작품 중 한 점이며, 단원풍속도첩 전체는 보물로 지정되어 현재 국립중앙박물관에 소장되어 있습니다. 중앙의 씨름 동작과 둘러싼 관객은 조선 후기 풍속화가 일상의 활기와 집단적 시선을 포착한 방식을 보여줍니다.",338,60.9,KIMH_001_docent.mp3
S29_docent,EW_29,D,KIMH_003,김홍도,서당,docent,일반 도슨트형,설명 1,1,"지금부터 김홍도의 18세기 후반 작품, '서당'에 대한 설명을 듣겠습니다. 서당 장면은 조선 후기 풍속화가 교육과 일상생활을 유머 있게 포착한 사례입니다. 훈장과 아이들의 표정, 몸짓이 한 화면에 모여 작은 사건을 만듭니다. 이 작품은 특정 인물을 영웅화하기보다, 사람들이 모여 있는 생활 공간에서 생기는 분위기와 관계를 관찰하는 데 초점을 둡니다. 이 작품도 단원풍속도첩에 함께 수록된 작품으로, 훈장이 한 아이를 꾸짖고 다른 아이들이 반응하는 짧은 순간을 인물의 표정과 자세로 압축한 사례입니다. 훈장과 아이들의 표정 차이는 서당 장면을 해학적으로 구성하며, 김홍도 풍속화의 관찰력이 잘 드러납니다.",337,60.7,KIMH_003_docent.mp3
S29_caption,EW_29,D,KIMH_003,김홍도,서당,caption,일반 캡션형,설명 2,2,"지금부터 김홍도의 18세기 후반 작품, '서당'에 대한 설명을 듣겠습니다. 화면에는 훈장과 아이들, 실내 장면, 책과 표정이 주요하게 배치되어 있습니다. 화면에는 훈장과 여러 아이들이 실내에 모여 있습니다. 인물들은 중앙 주변에 낮게 배치되고, 책과 자세가 작은 사건을 설명하듯 배열됩니다. 훈장은 화면 위쪽 중앙에 앉아 있고, 아이들은 좌우로 갈라져 마주 본 두 무리를 이룹니다. 앞쪽 한 아이는 등을 돌리고 있고, 다른 아이들은 책을 펴거나 옆을 살피는 다양한 자세를 취합니다. 화면 바깥쪽에는 넓은 여백이 남아 인물들을 둘러쌉니다. 훈장은 화면 한쪽에 앉아 있고, 아이들은 앞쪽과 옆쪽에 모여 있습니다. 표정과 몸짓이 서로 다른 방향으로 열려 있습니다.",368,66.3,KIMH_003_caption.mp3
S29_sensedocent,EW_29,D,KIMH_003,김홍도,서당,sensedocent,SenseDocent 감각 전환형,설명 3,3,"지금부터 김홍도의 18세기 후반 작품, '서당'에 대한 설명을 듣겠습니다. 화면에는 훈장과 여러 아이들이 실내에 모여 있습니다. 인물들은 중앙 주변에 낮게 배치되고, 책과 자세가 작은 사건을 설명하듯 배열됩니다. 아이들의 표정과 자세는 조용한 수업 중 갑자기 생긴 웃음과 긴장을 전합니다. 먹선은 가볍지만 또렷해 종이 위를 빠르게 스치는 붓의 감각이 남고, 방 안에는 낮은 웅성거림과 생활의 온기가 느껴집니다. 훈장과 아이들은 손끝과 몸으로 느낄 수 있는 구체적인 질감을 떠올리게 하고, 실내 장면은 손끝과 몸으로 느낄 수 있는 구체적인 질감을 남깁니다. 아이들의 표정과 몸짓은 작은 웃음과 긴장으로 흩어지고, 방 안의 공기는 가볍게 흔들립니다.",361,65.0,KIMH_003_sensedocent.mp3
S30_sensedocent,EW_30,E,KIMH_010,신윤복,단오풍정,sensedocent,SenseDocent 감각 전환형,설명 1,1,"지금부터 신윤복의 18세기 말~19세기 초 작품, '단오풍정'에 대한 설명을 듣겠습니다. 화면에는 그네를 타거나 물가에서 머리를 감는 여성들이 배치되어 있습니다. 나무와 물가, 여백이 장면을 여러 작은 구역으로 나눕니다. 화면 전체를 한꺼번에 상상하기보다 그네 타는 여성을 기준점으로 삼고, 머리 감는 장면과 나무가 붙는 위치를 차례로 더해보면 구도가 또렷해집니다. 그네의 움직임은 몸이 앞으로 나갔다 돌아오는 부드러운 부유감을 줍니다. 물가의 장면에서는 젖은 머리카락과 물의 차가운 촉감이 전해지고, 나무 아래의 여백은 여름날의 숨을 트이게 합니다. 그네 타는 여성은 체온과 자세의 무게, 가까운 숨결로, 머리 감는 장면은 손끝과 몸으로 느낄 수 있는 구체적인 질감으로 바뀌어 다가옵니다.",386,69.5,KIMH_010_sensedocent.mp3
S30_docent,EW_30,E,KIMH_010,신윤복,단오풍정,docent,일반 도슨트형,설명 2,2,"지금부터 신윤복의 18세기 말~19세기 초 작품, '단오풍정'에 대한 설명을 듣겠습니다. 단오풍정은 조선 후기 여성들의 세시풍속과 야외 활동을 담은 풍속화로 이해할 수 있습니다. 화면에는 그네, 머리 감기, 주변 인물의 움직임이 함께 배치되어 하루의 풍경을 구성합니다. 풍속화는 당시 사람들의 의복, 몸짓, 놀이, 생활 문화를 시각적으로 전하는 중요한 자료이기도 합니다. 이 작품은 신윤복의 혜원전신첩에 수록되어 있으며, 혜원전신첩 전체는 국보로 지정되어 현재 간송미술관에 소장되어 있습니다. 여인들의 일상과 절기 풍속을 섬세하게 배치한 장면은 신윤복 풍속화의 세련된 선과 생활 감각을 보여줍니다.",334,60.2,KIMH_010_docent.mp3
S30_caption,EW_30,E,KIMH_010,신윤복,단오풍정,caption,일반 캡션형,설명 3,3,"지금부터 신윤복의 18세기 말~19세기 초 작품, '단오풍정'에 대한 설명을 듣겠습니다. 화면에는 그네 타는 여성, 머리 감는 장면, 나무와 여백이 주요하게 배치되어 있습니다. 화면에는 그네를 타거나 물가에서 머리를 감는 여성들이 배치되어 있습니다. 나무와 물가, 여백이 장면을 여러 작은 구역으로 나눕니다. 화면 전체를 한꺼번에 상상하기보다 그네 타는 여성을 기준점으로 삼고, 머리 감는 장면과 나무가 붙는 위치를 차례로 더해보면 구도가 또렷해집니다. 여인들은 화면 안쪽에 모여 머리를 감거나 그네를 타고, 주변의 나무와 바위, 계곡선이 장면의 경계를 이룹니다. 여인들의 자세와 나무줄기, 물가의 선이 서로 다른 방향으로 놓여 작은 장면들을 나눕니다.",365,65.8,KIMH_010_caption.mp3
